# source, target, certainty, references, evidence
642,482,2,"array([ 39, 141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,483,2,"array([ 39,  75,  76, 141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,484,2,"array([ 39,  76, 141, 142], dtype=int16)","array([1, 2], dtype=int16)"
642,573,3,"array([ 89,  94, 141, 142], dtype=int16)","array([1, 2, 6], dtype=int16)"
642,576,2,"array([ 90,  95, 141, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,257,2,"array([ 39,  40, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,258,3,"array([ 19,  39, 125, 142], dtype=int16)","array([1, 2, 4], dtype=int16)"
643,259,3,"array([ 19, 125, 142], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
643,260,2,"array([ 31, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,261,2,"array([ 38,  39,  40,  43, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,262,2,"array([ 39,  40, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,280,2,"array([ 31,  41,  47, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,286,2,"array([ 41,  54, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,293,2,"array([ 38,  39,  40, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,301,2,"array([ 31,  41,  39, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,302,2,"array([ 39,  41, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,361,2,"array([ 65, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,375,2,"array([ 31,  67, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,379,2,"array([ 40,  67, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,386,2,"array([ 31, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,387,2,"array([ 31, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,389,2,"array([ 31,  69, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,390,2,"array([ 70, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,391,2,"array([ 39,  40, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,393,2,"array([ 39,  41, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,394,2,"array([ 39,  41,  43, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,395,2,"array([ 31, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,418,3,"array([ 19, 125, 142], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
643,419,2,"array([ 41, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,458,2,"array([ 31, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,465,3,"array([ 19, 125, 142], dtype=int16)","array([1, 2, 4], dtype=int16)"
643,470,3,"array([ 19, 125, 142], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
643,482,2,"array([ 39,  40, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
643,495,3,"array([ 19,  46, 125, 142], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
643,520,3,"array([ 19, 125, 142], dtype=int16)","array([1, 2, 4, 5, 8], dtype=int16)"
643,534,3,"array([ 19, 125, 142], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
643,536,3,"array([ 19, 125, 142], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
643,555,2,"array([ 39, 125, 142], dtype=int16)","array([1, 2], dtype=int16)"
644,252,3,"array([ 31,  38,  40, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,253,3,"array([ 19,  41,  42, 143], dtype=int16)","array([2, 4, 5], dtype=int16)"
644,254,3,"array([ 19,  32, 143], dtype=int16)","array([2, 4, 5, 6, 8], dtype=int16)"
644,265,3,"array([ 39,  42, 143], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
644,277,3,"array([ 39,  40, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,278,3,"array([ 39,  40, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,298,3,"array([ 39,  40, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,436,3,"array([ 39, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,437,3,"array([ 39, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,458,3,"array([ 74, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,459,3,"array([ 39,  41, 143], dtype=int16)","array([1, 2, 5, 8], dtype=int16)"
644,460,3,"array([ 40,  41, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,461,3,"array([ 39,  41, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,462,3,"array([ 31, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,463,3,"array([ 41, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,464,3,"array([ 39, 143], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
644,469,3,"array([ 19, 143], dtype=int16)","array([2, 4, 5], dtype=int16)"
644,470,3,"array([ 19, 143], dtype=int16)","array([2, 4, 5], dtype=int16)"
644,475,3,"array([ 39, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,477,3,"array([ 40,  41, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,488,3,"array([ 39, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,489,3,"array([ 39,  41, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,493,3,"array([ 41, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,494,3,"array([ 39,  41, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,495,3,"array([ 19,  45, 143], dtype=int16)","array([2, 4, 5], dtype=int16)"
644,496,3,"array([ 45, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
644,499,3,"array([ 16,  41, 143], dtype=int16)","array([ 2,  5, 10], dtype=int16)"
644,533,3,"array([ 19, 143], dtype=int16)","array([2, 4, 5], dtype=int16)"
644,534,3,"array([ 19, 143], dtype=int16)","array([2, 4, 5, 6, 8], dtype=int16)"
644,546,3,"array([ 19, 143], dtype=int16)","array([2, 4, 5], dtype=int16)"
644,570,3,"array([ 19, 143], dtype=int16)","array([1, 2, 5], dtype=int16)"
645,65,3,"array([ 18, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,66,3,"array([ 18, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,76,3,"array([ 18, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,96,3,"array([ 19, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,99,3,"array([ 12,  18, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,141,3,"array([ 12,  18, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,142,3,"array([ 22, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,148,3,"array([ 14, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,175,3,"array([ 18,  24,  27, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,176,3,"array([ 18, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,280,3,"array([ 31,  39,  41, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,299,3,"array([ 39,  40,  60, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,308,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,309,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,311,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,312,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,314,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,315,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,316,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,319,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,320,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,323,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,324,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,325,3,"array([ 61, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,417,3,"array([ 19,  38,  39,  40, 106, 119, 141], dtype=int16)","array([1, 3, 8], dtype=int16)"
645,418,3,"array([ 19, 106, 119, 141], dtype=int16)","array([1, 3, 4, 8], dtype=int16)"
645,426,3,"array([ 40,  60, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,433,3,"array([ 19,  31,  43,  88, 119, 141], dtype=int16)","array([1, 3, 4], dtype=int16)"
645,437,3,"array([ 39, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,459,3,"array([ 39,  41, 106, 119, 141], dtype=int16)","array([1, 3, 8], dtype=int16)"
645,460,3,"array([ 35,  40, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,461,3,"array([ 39,  41, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,477,3,"array([ 40,  41, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,491,3,"array([ 39,  40,  41, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,501,3,"array([  6, 106, 119, 141], dtype=int16)","array([1, 3], dtype=int16)"
645,537,3,"array([  6, 196, 119, 141], dtype=int16)","array([1, 2, 3, 4], dtype=int16)"
646,281,3,"array([ 31,  39,  41, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,299,3,"array([ 39,  40,  41,  59, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,307,3,"array([ 19, 106, 119], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
646,308,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,310,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,311,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,313,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,314,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,317,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,318,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,319,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,321,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,322,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,325,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,417,3,"array([ 61, 106, 119], dtype=int16)","array([1, 3, 8], dtype=int16)"
646,433,3,"array([ 19,  31,  43, 106, 119], dtype=int16)","array([1, 3, 4], dtype=int16)"
646,441,3,"array([ 39, 106, 119], dtype=int16)","array([1, 3, 4, 5], dtype=int16)"
646,454,3,"array([ 39, 106, 119], dtype=int16)","array([1, 3, 4], dtype=int16)"
646,464,3,"array([ 19, 106, 119], dtype=int16)","array([1, 3, 4, 8], dtype=int16)"
646,488,3,"array([ 19, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
646,493,3,"array([ 39, 106, 119], dtype=int16)","array([1, 3], dtype=int16)"
647,52,2,"array([ 18, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,109,2,"array([ 18, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,127,2,"array([ 18, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,128,2,"array([ 12,  18, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,142,2,"array([ 22, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,206,2,"array([ 18, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,237,2,"array([ 12,  30, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,263,2,"array([ 46, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,278,2,"array([ 39, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,281,2,"array([ 31,  39,  41, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,282,2,"array([ 39, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,286,2,"array([ 41,  54, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,305,2,"array([ 60, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,346,3,"array([ 62, 119], dtype=int16)","array([1, 2, 8], dtype=int16)"
647,459,3,"array([ 41, 119], dtype=int16)","array([1, 2, 8], dtype=int16)"
647,461,2,"array([ 39,  41, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,470,3,"array([ 19, 119], dtype=int16)","array([2, 4, 5], dtype=int16)"
647,494,2,"array([ 39,  41, 119], dtype=int16)","array([1, 2], dtype=int16)"
647,495,3,"array([ 19,  45, 119], dtype=int16)","array([2, 4, 5], dtype=int16)"
647,537,3,"array([  6, 119], dtype=int16)","array([1, 2, 3, 4], dtype=int16)"
647,542,3,"array([ 19, 119], dtype=int16)","array([2, 4, 5], dtype=int16)"
648,73,2,"array([ 12,  18, 141, 144], dtype=int16)","array([1, 2], dtype=int16)"
648,89,2,"array([ 18, 141, 144], dtype=int16)","array([1, 2], dtype=int16)"
648,111,2,"array([141, 144, 191], dtype=int16)","array([1, 2], dtype=int16)"
648,123,2,"array([ 18, 141, 144], dtype=int16)","array([1, 2], dtype=int16)"
648,160,2,"array([ 18, 141, 144], dtype=int16)","array([1, 2], dtype=int16)"
648,185,2,"array([ 18, 141, 144], dtype=int16)","array([1, 2], dtype=int16)"
648,186,2,"array([ 14,  18, 141, 144], dtype=int16)","array([1, 2], dtype=int16)"
648,195,2,"array([ 19, 141, 144], dtype=int16)","array([1, 2], dtype=int16)"
648,198,2,"array([141, 144, 191], dtype=int16)","array([1, 2], dtype=int16)"
648,203,2,"array([ 12,  18, 141, 144], dtype=int16)","array([1, 2], dtype=int16)"
649,250,3,"array([ 24, 145], dtype=int16)","array([1, 4, 5], dtype=int16)"
649,255,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5], dtype=int16)"
649,277,1,"array([ 39,  40, 145], dtype=int16)","array([1], dtype=int16)"
649,278,1,"array([ 39, 145], dtype=int16)","array([1], dtype=int16)"
649,286,1,"array([ 41,  54, 145], dtype=int16)","array([1], dtype=int16)"
649,305,1,"array([ 60, 145], dtype=int16)","array([1], dtype=int16)"
649,340,2,"array([ 62, 145], dtype=int16)","array([1, 8], dtype=int16)"
649,348,1,"array([ 63, 145], dtype=int16)","array([1], dtype=int16)"
649,399,1,"array([ 40,  60, 145], dtype=int16)","array([1], dtype=int16)"
649,439,1,"array([ 38,  39, 145], dtype=int16)","array([1], dtype=int16)"
649,440,1,"array([  6, 145], dtype=int16)","array([1], dtype=int16)"
649,445,2,"array([ 19, 145], dtype=int16)","array([1, 4], dtype=int16)"
649,463,1,"array([ 18, 145], dtype=int16)","array([1], dtype=int16)"
649,464,3,"array([ 39, 145], dtype=int16)","array([1, 4, 8], dtype=int16)"
649,465,2,"array([ 19, 145], dtype=int16)","array([1, 4], dtype=int16)"
649,492,1,"array([ 39, 145], dtype=int16)","array([1], dtype=int16)"
649,496,1,"array([ 43, 145], dtype=int16)","array([1], dtype=int16)"
649,500,3,"array([  2,  16,  38, 145], dtype=int16)","array([ 1,  9, 10], dtype=int16)"
649,502,3,"array([  6,  77, 145], dtype=int16)","array([1, 4, 5], dtype=int16)"
649,507,2,"array([  6,  78, 145], dtype=int16)","array([1, 4], dtype=int16)"
649,519,3,"array([  6,  18,  31,  80, 145], dtype=int16)","array([1, 4, 7], dtype=int16)"
649,525,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5], dtype=int16)"
649,532,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
649,534,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
649,540,2,"array([ 19, 145], dtype=int16)","array([1, 4], dtype=int16)"
650,249,1,"array([ 31,  36, 145], dtype=int16)","array([1], dtype=int16)"
650,252,1,"array([ 31,  38,  39,  40, 145], dtype=int16)","array([1], dtype=int16)"
650,256,1,"array([ 39,  40, 145], dtype=int16)","array([1], dtype=int16)"
650,266,3,"array([ 74, 145], dtype=int16)","array([1, 2, 8], dtype=int16)"
650,280,1,"array([ 31,  39,  41, 145], dtype=int16)","array([1], dtype=int16)"
650,281,1,"array([ 31,  39,  41, 145], dtype=int16)","array([1], dtype=int16)"
650,282,1,"array([39, 41], dtype=int16)","array([1], dtype=int16)"
650,284,1,"array([ 39,  41,  54, 145], dtype=int16)","array([1], dtype=int16)"
650,287,1,"array([ 39,  41, 145], dtype=int16)","array([1], dtype=int16)"
650,289,1,"array([145, 195], dtype=int16)","array([1], dtype=int16)"
650,290,1,"array([145, 195], dtype=int16)","array([1], dtype=int16)"
650,306,3,"array([ 19, 145], dtype=int16)","array([1, 4, 8], dtype=int16)"
650,373,1,"array([ 65, 145], dtype=int16)","array([1], dtype=int16)"
650,382,2,"array([ 65, 145], dtype=int16)","array([1, 8], dtype=int16)"
650,388,1,"array([ 69, 145], dtype=int16)","array([1], dtype=int16)"
650,402,1,"array([ 69, 145], dtype=int16)","array([1], dtype=int16)"
650,405,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5], dtype=int16)"
650,422,3,"array([ 19, 145], dtype=int16)","array([1, 4, 8], dtype=int16)"
650,434,3,"array([ 31,  39,  40,  42, 145], dtype=int16)","array([1, 4, 8], dtype=int16)"
650,436,1,"array([ 39, 145], dtype=int16)","array([1], dtype=int16)"
650,438,3,"array([  6, 145, 191], dtype=int16)","array([1, 3], dtype=int16)"
650,440,3,"array([  6, 145], dtype=int16)","array([1, 3], dtype=int16)"
650,455,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
650,456,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
650,462,1,"array([ 31, 145], dtype=int16)","array([1], dtype=int16)"
650,463,1,"array([ 41, 145], dtype=int16)","array([1], dtype=int16)"
650,464,3,"array([ 39, 145], dtype=int16)","array([1, 4, 8], dtype=int16)"
650,471,3,"array([ 19, 145], dtype=int16)","array([1, 4, 8], dtype=int16)"
650,472,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
650,489,1,"array([ 39,  41, 145], dtype=int16)","array([1], dtype=int16)"
650,491,1,"array([ 39,  40, 145], dtype=int16)","array([1], dtype=int16)"
650,492,1,"array([ 39, 145], dtype=int16)","array([1], dtype=int16)"
650,499,2,"array([ 16,  41, 145], dtype=int16)","array([ 1, 10], dtype=int16)"
650,514,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
650,519,3,"array([  6,  18,  31,  80, 145], dtype=int16)","array([1, 4, 7], dtype=int16)"
650,532,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5, 8], dtype=int16)"
650,534,3,"array([ 19, 145], dtype=int16)","array([1, 4, 8], dtype=int16)"
650,535,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5], dtype=int16)"
650,546,3,"array([ 19, 145], dtype=int16)","array([1, 4, 5], dtype=int16)"
650,555,2,"array([ 39, 145], dtype=int16)","array([1, 2], dtype=int16)"
651,251,3,"array([ 37, 118], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
651,252,2,"array([ 31,  38,  39,  40, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,253,3,"array([ 18,  41,  42, 118], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
651,256,2,"array([ 39,  40, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,266,3,"array([ 74, 118], dtype=int16)","array([1, 2, 8], dtype=int16)"
651,280,2,"array([ 31,  39,  41, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,281,2,"array([ 31,  39,  41, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,282,2,"array([ 39, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,284,2,"array([ 40,  41,  54, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,285,2,"array([ 38,  39,  40,  54, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,286,2,"array([ 41,  54, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,287,2,"array([ 39,  41, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,291,3,"array([118, 195], dtype=int16)","array([1, 2, 4], dtype=int16)"
651,298,2,"array([ 58, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,410,3,"array([ 19, 118], dtype=int16)","array([1, 2, 4], dtype=int16)"
651,436,2,"array([ 39, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,437,2,"array([ 39, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,440,2,"array([  6, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,450,3,"array([ 19, 118], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
651,458,2,"array([ 65, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,459,3,"array([ 39,  41, 118], dtype=int16)","array([1, 2, 8], dtype=int16)"
651,460,2,"array([ 40,  41, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,461,2,"array([ 39,  41, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,462,2,"array([ 31, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,463,2,"array([ 40,  41, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,464,3,"array([ 39, 118], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
651,465,3,"array([ 19, 118], dtype=int16)","array([1, 2, 4], dtype=int16)"
651,469,3,"array([ 19, 118], dtype=int16)","array([1, 2, 4, 5], dtype=int16)"
651,472,3,"array([ 19, 118], dtype=int16)","array([1, 2, 4, 5, 8], dtype=int16)"
651,473,3,"array([ 19, 118], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
651,474,3,"array([ 19, 118], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
651,475,2,"array([ 39, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,480,3,"array([ 19, 118], dtype=int16)","array([1, 2, 4, 8], dtype=int16)"
651,489,2,"array([ 39,  41, 118], dtype=int16)","array([1, 2], dtype=int16)"
651,490,2,"array([ 39,  41, 118], dtype=int16)","array([1, 2], dtype=int16)"
