# source, target, tip_text
5635,5636,Katsu Curry is the best I've eaten outside Tokyo!
5643,5644,Pad Thai is always delicious!
5654,5653,Free wifi. Really wide selection. Love the Taj special.
5657,5656,"If you order the \"
5659,5660,Food was great and service is usually good.
5661,5660,Terrible service and food is loaded with salt. Stay away from this location.
5662,5660,"I really don't remember what I ordered, but everything was excelent."
5665,5666,"Perfect place to pick up a picnic. Egg salad, smoked duck salad, and Tom mozz salad were great!"
5668,5667,absolutely love this place
5669,5670,"Ask for 'hot waters and you get the normal Korean barley brown tea, which is free. Tea here means green tea which they charge for."
5672,5671,The goat stew is delish! The empanadas are FILLED and juicy! Great place to eat!!!
5673,5671,Love! Lunch here tomorrow!
5675,5674,They have the best Caesar Salad. And the High C Smoothie is really good.
5678,5677,The worst salad I ever had chicken was undercook and the waitress forgot to ask what kind of dressing I wanted. Very slow service?
5679,5680,Donate to St. Jude's. And pepper in some fun!
5679,5680,Welcome to chilis!
5679,5680,Come in and have a President Margarita. There is nothing guide like them. Uniquely delicious!
5679,5680,come in and enjoy cheap drinks and appetizers while watching all of the NFL action.
5681,5680,Everybody here ask for a virgin mojito. THEY ARE AMAZING!
5682,5683,Get in my belly!
5684,5683,Huge burritos...my fave is the californian burrito!!!!
5684,5835,The barista is really good on getting a mouthful worth of a customized order ^^
5688,5689,Good luck if they get your order right. We gave up after the third try
5693,5694,Ssssssslllllooooooowwwwwww service. Add 5 minutes to time here.
5699,5700,Very pleased for the first time in about 10 years I had someone helping me who spoke perfect english
5701,5702,"Service is a whole new level of terrible, and the wings are cold"
5703,5704,The Shredded Heaven is very healthy AND very delicious!!
5705,5706,Mention you work close by an get 10% off
5709,5710,Hey it's MY Starbucks!!!
5709,5710,While your relaxing check out NJPADS.com for your real estate need!
5712,5713,"Eggplant Basil Tofu, delish! Great lunch special, too."
5718,5719,Deliciously naughty hot chocolate with real marshmallows that talk to you.
5724,5725,"Must try\/have the sangria & chorizos!"
5728,5729,The Coconut mini baklava is to die... but you have to be stern when you are ordering. The staff isn't really the nicest but after a while they get to know you.
5728,5743,"This is my favorite Diner hands down. The staff is so nice and the food is AMAZING. Also it has the cleanest ratings for diners in Queens, NY."
5728,5787,The french toast bagel and hazelnut cream cheese is better than anything
5731,5730,One of the best steakhouses in NYC!
5731,5730,"In honor of the 2010 Winter Olympics, try the sizzling Canadian bacon."
5732,5730,The bartender is a hoot!
5733,5734,They have Blue Moon on tap!
5735,5734,American food. Little bit of everything. I had coconut shrimp and mash potatoes. Just the right portion size.
5738,5739,Neva have I had Roti and Doubbles like these. Whenever I visit Queens I MUST make a stop @ Singh's
5740,5739,Get the Doubles.
5742,5743,The chocolate shakes are delicious
5744,5745,Come here on Wednesday's for fabulous Chaat and dosa buffet at $ 9.99 only !
5753,5754,It's official. I'm addicted to Atomic Wings.
5753,5754,Isa & Adrianna are da bomb. Best waitresses in the city.
5753,5754,Apparently not all Atomic Wings are created equal. Midtown 1140 Second Av is HORRIBLE. Nothing at all like the fantastic Blue Room.
5753,5754,...and don't forget the combo waffle fries and onion rings. You would be hard pressed to find any better.
5753,5754,Best damn wings...anywhere!
5755,5754,Great wings
5757,5758,"Ask for Carlo, great service!"
5759,5758,Order the Greek London Broil wrap with sweet potato fries!
5760,5758,Get the Empire State Pan-Ritto.
5766,5767,Def go on live music nights and ask for John's section- he's the best! Have the black eyed pea soup and save room for the bread pudding!
5769,5770,"Weird... The service I got was pretty nice, and they served me with a smile. Can't understand from where the complaints come from..."
5771,5770,Very nice & clean... then you can go shopping on 42nd Street Time Square
5772,5773,Go with the classic citrus squeeze. It's not on the menu.
5775,5774,Always eat before the Yankee game
5777,5778,It's heavy and juicy ! But still yummy
5780,5781,Ask for the Chef's table
5789,5788,s'mores are legendary! Salt Cod fritters are also a must
5798,5799,For the first time dinner! I had a wonderful steak cubes at this restaurant! Got to try other thing!
5804,5805,"Great food, but horrible service!"
5811,5812,Really friendly staff!
5814,5813,No seats...it's like express starbucks.
5817,5818,Def love the hott dogs!! Home made relish!! And some chili and beans!!
5823,5822,Excellent pad thai! Can't wait to try other dishes
5825,5824,best sandwiches and salads in chelsea....<3
5828,5827,"Luscious foodies esp steaks, but they have poor customer service."
5828,5938,Order the family meal. The rolls are real yummy esp the roasted chicken. =D
5830,5831,"they uaed to have an \"
5830,5831,Food was alright mgmt was a jerk
5836,5837,Best coffee. <3
5838,5837,One of the best espresso in NYC
5846,5847,"Worth the wait, best coffee you'll ever have"
5850,5851,Awesome hibachi with a very hip atmosphere and club vibe after 10pm weekends!
5853,5852,Banana Spring rolls with mango ice cream is amazing!
5858,5857,I got the amalfi panini and added eggplant. It was phenomenal!!
5865,5864,Super bon.Very good
5868,5867,"This place is a hidden gem - Try the \"
5871,5872,Hummus Place have been opening more branches but the quality is well maintained.
5873,5874,Get the Super Bulldog drink! :-)
5875,5874,Get the steak fajita platter...can't beat the flank. Serve with Super Bull Dog...and chill with some friends....
5878,5877,Tacotastic.
5879,5880,This place has the greatest Greek food - ever!
5879,6270,The lip-syncing and the country music are atrocious!
5883,5882,They've got a nice little garden out back--now all Maya needs are some strong margs and tasty Mexican beers.
5888,5889,This place is the best after 10pm
5890,5891,There are no hot girls on this entire campus let alone in a specific building
5892,5891,"COMM 497- Problems in Public Relations, easiest class ever!"
5893,5894,Great cheeseburgers at the Buccaneer Bay snack bar
5893,5894,The mermaid show is classic but strap and tank and dive to the depths of the Spring and feel the rush of water!!
5895,5896,"Love the espresso here! Come here for an iced Americano, even on cold days."
5897,5896,Really good Swiss pastries
5898,5899,Everything here is amazing. Some of the best falafel I've had ever. Also very kid friendly with highchairs and a kids menu. Highly recommended.
5900,5899,"delicious, inexpensive and big portions"
5901,5902,This place is really quiet and check-in was swift. Very helpful.
5903,5904,Love their Nachos!
5905,5906,"How come it call \"
5905,6321,Most T3 shops closed at 20.30
5907,5908,The service sucks after 7:00pm.
5910,5911,Come down on Sunday evenings 7-10 for great jazz in an intimate setting with great beer and fine food.
5912,5913,Dethrone the mayor (me) and I will buy you a drink of your choice.
5912,5913,"If Brad is working, ask him to surprise you. You wont be disappointed."
5914,5915,"When you need wake-up call, ask for the Highlander Grogg."
5916,5915,My strawberry smoothies was way too sweet. But still love it here.
5918,5917,"Best service I got at Buenos Aires, the waiters there are really friendly, good food and good drinks. You should try the \"
5920,5921,Get to know Taylor. You will NOT regret it.
5922,5923,The Tenacious Turkey pressed sandwich
5922,5923,The Palms crepe with added cream cheese
5922,5923,The battery: A savory crepe
5924,5925,It's walmart expect the unexpected
5926,5927,Check the water for dirty materials and watch for dirty tables. Not the best service and just ok food. Will not be back.
5928,5929,"Try to avoid weekends, always full"
5930,5929,"Nice place, great position.... Lol"
5931,5932,Yum yum yum - brunch. Eggs Royale with a bellini. Why not!?
5931,5954,Doesn't open until 1000 on Sundays. What a joke. Back down to the cold Stalin-esque concourse it is!
5933,5932,"Very precise cocktails = long queues at the bar, but well worth the wait"
5935,5934,Try the dumpling samples if you know what's good.
5936,5937,"Friends and Family Night this evening 10\/2 additional 15% off all appliances"
5939,5940,"My favorite bar in Des Moines, by far. Try an Old Speckled Hen!"
5941,5940,Best chips ever! Make sure to give them a try.
5942,5940,Bowl of Guiness Stew is only $4 and it's fantastic
5943,5944,"Flatland we is wonderful, well worth the price for this native flatlander seeking a brief escape from beef country."
5945,5944,Impeccable service and a fantastic atmosphere! CANNOT be beat!
5946,5947,Tom is awesome...and best stay where its good for him ;)
5948,5949,Katy the bartender is the best
5950,5951,Try the Mojteato mocktail...amazing good and it won't get you drunk.
5952,5951,"Worst, most expensive iced chai ever. Seriously tasted like nothing."
5953,5954,As you walk in turn right for quiet zone
5955,5954,All they serve is biscuits on Saturday. What a fail!
5955,5954,"Welcome to the 1st Class Shit hole, help yourself to the free snacks & drinks - load up & get your money's worth. We'll get it back off you in the end ;)"
5956,5954,"Free hot and soft drinks, alcohol u have to pay for. Just how ur first class ticket as u come in. However not much space or seats especially with everyones cases."
5957,5954,Doesn't open until 7am which is not much use if your train is before then!
5958,5954,Smile and say hello to the person sitting next to you. See the shock on their face.
5959,5954,Coffee surprisingly good for a machine!!
5960,5954,"Yup - red wine nasty!!! Nuts m raisins take away the worst of it tho ;-\/"
5962,5963,shake your ass on the dance floor.
5964,5965,"If you can't find what you're looking for, ask Marissa for help. She's delightful!"
5967,5966,Head downstairs to the Computer Training Center if you need to learn how to do something on your computer.
5967,5966,"If you're here to check out the books, don't forget to go to the lower level and check out Walsh Gallery."
5968,5966,if you're going to study .. at least be quiet.
5969,5966,"Post Summer Session, August 10 \u2013 August 29Mon - Fri: 7 am - 5 pmSat & Sun: Library Closed"
5969,5966,"Summer Hours 2010: May 18 \u2013 August 9Sun: 9 am - 5 pm Mon - Fri: 7 am - 11 pmSat: 9 am - 5 pm"
5970,5971,Worth the drive up north. Fast service.
5972,5973,There is also a deck upstairs.
5974,5973,BAD BAD attitude. This place is not Tourists Friendly. They only accept American Issued ID's and refused our business until we spoke to the manager and she accepted our international driving license.
5975,5976,Spicy Chicken sandwich is amazing!!
5977,5978,Go for hot dog happy hour. 2-4pm M-Th. Great deal.
5980,5979,"Artisan coffee & caneles de bordeaux. Seriously magical. Their french presses are hugemongous, though. A small is perfect for 2!"
5981,5979,Yum...Everything. Yum.
5982,5983,Check out dress up night. Pirates night is September 15th.
5984,5985,Every time I get something different because there's so much to choose from. But I've perfected the BLT wrap with onion and avocado thrown in. yum!
